Date,Region,SalesRep,Customer,Category,Product,Revenue,COGS,OperatingExpense,Units,BudgetRevenue
2026-01-30,East,Morgan,Customer 34,Software,ERP,5270.39,2459.03,555.98,3,5639.22
2025-08-15,West,Taylor,Customer 44,Services,Support,1734.44,671.43,344.93,4,1766.7
2026-06-30,North,Riley,Customer 1,Hardware,Laptop,30092.96,10942.13,5095.67,14,29267.68
2025-08-29,West,Alex,Customer 36,Hardware,Dock,16182.02,6138.66,1671.78,17,16364.3
2026-11-30,East,Casey,Customer 45,Software,CRM,5484.54,3016.14,661.46,6,5750.57
2026-05-24,North,Jordan,Customer 18,Services,Support,13071.81,5995.49,2844.75,15,12948.14
2026-02-05,East,Riley,Customer 37,Hardware,Laptop,29896.44,16030.03,3216.93,23,29707.49
2026-03-11,East,Morgan,Customer 19,Hardware,Laptop,10286.34,5524.4,1644.92,24,9779.56
2026-05-23,South,Casey,Customer 4,Hardware,Monitor,25698.74,11597.62,3688.52,16,27460.21
2026-01-30,East,Riley,Customer 24,Software,ERP,2808.65,1058.01,355.88,2,2854.16
2025-08-29,East,Jordan,Customer 13,Software,Analytics,24765.22,11411.55,3817.05,11,24680.26
2026-10-15,East,Alex,Customer 34,Services,Support,26904.58,10787.46,3835.6,25,26863.23
2025-09-20,East,Morgan,Customer 6,Services,Training,20947.45,8706.15,3312.19,13,22185.54
2026-11-23,East,Taylor,Customer 20,Software,CRM,2488.36,1191.46,300.23,1,2552.76
2026-12-06,South,Alex,Customer 4,Software,CRM,6014.56,3097.91,1279.33,7,5942.61
2025-03-01,East,Morgan,Customer 20,Services,Training,12600.53,6242.87,2358.2,7,13363.34
2025-04-12,South,Riley,Customer 18,Hardware,Dock,26365.82,12976.11,4302.04,25,26276.63
2026-02-09,West,Morgan,Customer 30,Hardware,Dock,7120.91,2651.05,1432.44,4,7177.02
2025-12-03,East,Morgan,Customer 36,Services,Support,12050.88,5548.9,1840.83,18,12021.59
2026-05-15,West,Riley,Customer 32,Services,Consulting,11261.52,5924.09,2047.57,18,10941.72
2026-01-19,West,Casey,Customer 37,Hardware,Laptop,1818.87,754.99,342.65,1,1831.27
2026-06-16,South,Riley,Customer 5,Software,ERP,7498.76,3102.47,977.61,5,7660.83
2025-02-14,East,Taylor,Customer 20,Hardware,Dock,22966.43,8152.57,4621.48,17,24097.92
2025-08-13,North,Jordan,Customer 50,Services,Support,11913.12,5606.12,1849.15,19,11901.48
2026-09-15,South,Morgan,Customer 31,Services,Training,7512.67,4065.43,1207.72,22,7346.13
2025-08-21,West,Casey,Customer 34,Hardware,Dock,2396.02,878.12,289.47,5,2580.27
2026-06-14,East,Alex,Customer 42,Services,Consulting,1613.01,839.38,311.79,4,1727.04
2026-12-17,West,Riley,Customer 25,Hardware,Dock,29914.24,11944.96,6001.91,19,32176.47
2025-03-31,West,Jordan,Customer 48,Software,CRM,60209.49,21457.8,10939.12,25,61726.65
2025-03-02,North,Riley,Customer 6,Software,ERP,5087.13,2722.54,595.88,6,4960.67
2026-01-02,East,Morgan,Customer 20,Hardware,Dock,6343.32,3276.28,1277.89,4,6163.53
2025-09-26,South,Riley,Customer 17,Hardware,Laptop,17642.22,6759.52,1822.98,18,17458.72
2025-09-13,North,Taylor,Customer 19,Software,Analytics,38066.97,17132.52,6780.48,16,39286.66
2026-12-16,South,Taylor,Customer 24,Hardware,Monitor,7008.84,3852.64,1205.29,3,7063.85
2026-07-23,North,Alex,Customer 27,Software,ERP,7494.22,3061.16,1132.06,5,8046.66
2026-02-04,West,Riley,Customer 37,Software,CRM,2648.02,979.98,386.83,7,2816.41
2026-01-11,South,Riley,Customer 3,Hardware,Dock,19541.97,9172.59,2831.75,20,18941.85
2025-09-20,West,Casey,Customer 40,Services,Training,48628.87,26412.34,6547.21,24,51107.96
2026-07-04,North,Morgan,Customer 41,Services,Training,18285.14,7504.66,2764.22,19,19438.82
2026-04-09,South,Alex,Customer 48,Software,CRM,38699.09,16837.96,6859.02,24,41456.27
2025-09-17,East,Morgan,Customer 9,Services,Consulting,5248.18,1843.58,929.61,4,5191.28
2026-05-12,West,Casey,Customer 23,Software,ERP,21593.27,8846.07,2652.33,19,20922.18
2025-07-17,East,Jordan,Customer 11,Software,ERP,52592.56,20079.91,6344.34,22,50901.58
2025-01-30,West,Morgan,Customer 39,Services,Consulting,6958.22,2652.34,1087.84,9,6874.26
2026-10-04,North,Jordan,Customer 15,Software,ERP,4254.42,1637.47,835.42,5,4140.72
2026-05-14,West,Jordan,Customer 42,Services,Support,21184.9,8384.9,4615.06,19,20612.05
2026-02-17,West,Alex,Customer 3,Hardware,Monitor,7827.64,3551.84,1457.01,6,7762.13
2026-10-20,North,Riley,Customer 4,Hardware,Monitor,6235.03,2805.11,1234.22,3,6144.82
2026-11-20,West,Jordan,Customer 7,Services,Consulting,9508.43,4401.68,1613.62,4,9187.64
2026-07-10,West,Riley,Customer 41,Services,Consulting,5523.51,1957.27,799,7,5704.91
2026-07-27,South,Taylor,Customer 24,Software,ERP,28113.01,10138.32,2865.46,15,29828.13
2026-03-13,East,Riley,Customer 36,Services,Consulting,37556.09,15110.66,7541.57,24,39660.32
2025-01-02,North,Taylor,Customer 28,Hardware,Monitor,24554.35,9847.53,4420.4,21,25065.56
2025-11-30,North,Morgan,Customer 16,Hardware,Dock,32626.39,15785.18,6861.02,21,34195.58
2025-08-14,East,Alex,Customer 18,Software,CRM,51935.1,19656.91,7448.45,23,53367.85
2026-02-26,South,Alex,Customer 8,Hardware,Monitor,14117.17,5029.61,2189.17,17,14000.52
2026-01-22,West,Alex,Customer 12,Services,Consulting,22080.31,9310.86,4594.83,21,21384.11
2025-05-11,North,Jordan,Customer 20,Software,Analytics,7476.29,3402.2,1011.97,9,7234.26
2025-03-10,South,Alex,Customer 30,Services,Consulting,38223.39,16878.98,6691.05,21,38803.79
2026-10-14,West,Morgan,Customer 21,Software,CRM,23789.91,9759.67,2491.73,10,24950.96
2025-07-03,West,Casey,Customer 33,Software,CRM,50838.97,27723.6,5784.2,25,52319.01
2026-03-27,East,Jordan,Customer 11,Services,Support,2924.75,1039.19,477.34,2,3152.94
2026-11-08,West,Morgan,Customer 5,Services,Training,8385.01,2937.22,1804.31,4,8563.34
2026-04-15,South,Casey,Customer 10,Hardware,Dock,1294.21,456.96,204.97,2,1317.5
2026-03-25,South,Alex,Customer 19,Software,CRM,26470.36,14489.66,4958.94,16,25614.22
2026-12-01,West,Jordan,Customer 35,Services,Consulting,16953.68,6365.47,3282.26,23,16684.08
2025-08-05,East,Alex,Customer 35,Services,Support,21024.52,9313.11,2903.54,10,21366.08
2026-02-06,South,Riley,Customer 46,Software,CRM,4227.03,1680.25,520.36,2,4083.12
2026-03-26,West,Casey,Customer 22,Hardware,Monitor,4836.85,1922.03,490.31,15,4921.47
2026-03-09,West,Morgan,Customer 28,Software,Analytics,13771.16,7193.83,2234.59,19,14673.1
2025-07-30,North,Riley,Customer 42,Software,Analytics,23253.15,12785.56,2512.47,18,24965.33
2026-06-26,South,Alex,Customer 38,Software,ERP,49378.36,19311.4,8782.49,22,49770.32
2025-03-07,East,Taylor,Customer 21,Software,CRM,21270.1,8512.85,3805.28,11,22517.5
2025-02-08,East,Alex,Customer 34,Hardware,Laptop,3616.07,1633.38,660.88,5,3794.62
2025-11-23,East,Alex,Customer 18,Hardware,Dock,16362.81,8289.75,2016.5,10,17196.12
2025-03-21,North,Riley,Customer 18,Hardware,Monitor,24105.42,11853.73,4420.74,24,24127.55
2026-09-22,West,Riley,Customer 41,Hardware,Laptop,24670.47,9842.07,2498.58,14,25883.21
2025-10-24,West,Riley,Customer 44,Hardware,Laptop,3813.56,1461.07,484.68,12,4076.15
2025-04-09,South,Riley,Customer 24,Software,Analytics,31937.65,13653.31,3454.35,22,34006.49
2025-10-16,South,Riley,Customer 7,Hardware,Dock,1551.27,819.01,316.71,1,1485.17
2025-08-16,North,Casey,Customer 10,Software,CRM,4867.96,1782.35,920.08,12,5087.24
2026-09-22,West,Casey,Customer 22,Software,CRM,3804.78,1408.86,750.4,2,4093.34
2025-03-23,East,Alex,Customer 30,Services,Consulting,19868.6,7500.01,3749.59,16,20363.01
2026-07-22,West,Alex,Customer 30,Hardware,Monitor,16205.97,6339.46,3193.42,7,16087.92
2025-07-01,South,Riley,Customer 8,Services,Support,32279.15,14726.31,4060.36,19,30739.74
2025-08-17,South,Casey,Customer 48,Software,Analytics,51189.16,21252.95,6080.65,21,52052.89
2025-03-21,South,Morgan,Customer 16,Services,Support,11662.01,4373.32,2312.01,23,11803.07
2026-05-11,North,Riley,Customer 29,Software,ERP,12263.53,6021.71,1805.15,21,11942.67
2025-12-13,South,Jordan,Customer 4,Software,CRM,15562.81,7007.11,1716.62,10,15461.73
2026-11-01,South,Jordan,Customer 5,Software,ERP,8381.6,3859.36,1457.31,10,7977.87
2025-03-11,East,Taylor,Customer 35,Software,Analytics,2136.55,764.54,229.45,10,2131.51
2025-01-22,West,Morgan,Customer 25,Software,CRM,1119.02,466.07,239.76,1,1184.18
2025-05-19,South,Morgan,Customer 8,Hardware,Laptop,7190.64,3508.53,798.52,18,7317.49
2026-06-18,South,Alex,Customer 35,Software,Analytics,56235.62,29515.27,10273.96,23,60245.54
2026-02-01,West,Taylor,Customer 44,Hardware,Monitor,4016.49,1576.6,431.54,2,4238.79
2026-02-23,East,Alex,Customer 50,Services,Support,3408.61,1294.31,551.44,16,3409.76
2025-12-12,East,Alex,Customer 14,Software,CRM,35600.59,13375,5530.15,22,37668.08
2025-10-24,East,Jordan,Customer 49,Software,ERP,33664.13,18260,7275.58,15,32575.95
2026-06-06,East,Casey,Customer 29,Software,ERP,5575.81,2229.03,756.74,9,5594.86
2025-10-20,West,Riley,Customer 42,Hardware,Dock,5824.98,3135.57,1076.19,5,5915.83
2026-05-08,South,Morgan,Customer 36,Services,Consulting,11193.04,5469.29,2178.67,5,10882.55
2026-11-13,West,Taylor,Customer 4,Services,Consulting,37364.34,14975.86,6054.32,19,39713.92
2026-01-27,West,Casey,Customer 36,Software,Analytics,19168.98,7889.79,2926.88,11,19794.87
2026-09-09,West,Casey,Customer 22,Services,Consulting,16697.49,6784.85,3630.39,13,15935.45
2025-12-05,North,Casey,Customer 34,Hardware,Monitor,22151.64,8501.61,2394.86,24,22513.33
2026-06-03,North,Riley,Customer 7,Services,Support,8535.87,4283.63,1333.85,9,9147.19
2026-10-22,North,Morgan,Customer 25,Services,Consulting,16261.67,6080.65,2432.04,11,16644.73
2025-02-19,West,Morgan,Customer 26,Services,Training,24957,12418.69,4327.95,17,24285.8
2026-10-21,South,Morgan,Customer 5,Services,Support,2100.33,1081.43,407.35,3,2014.6
2025-07-15,South,Alex,Customer 19,Software,Analytics,13427.47,5987.93,2001.53,6,14254.98
2025-11-02,South,Morgan,Customer 38,Software,CRM,15431.76,6969.01,2046.7,19,16619.03
2026-10-12,West,Casey,Customer 28,Software,ERP,19332.46,7074.8,2087.09,9,19206.21
2026-06-06,East,Morgan,Customer 26,Services,Consulting,27172.98,14297.29,4828,20,28573.53
2026-11-04,South,Casey,Customer 50,Hardware,Dock,20141.79,10561.9,2886.83,12,20656.2
2026-10-27,North,Alex,Customer 11,Services,Training,29461.87,14479.68,4752.98,25,31373.46
2025-07-10,North,Riley,Customer 19,Software,ERP,19722.98,9057.19,3855.56,19,20078.26
2025-05-27,East,Casey,Customer 44,Services,Training,10901.82,4756.96,1683.42,12,10567.29
2025-12-25,North,Riley,Customer 1,Hardware,Monitor,8208.51,4165.31,1742.87,9,8809.08
2025-02-26,North,Morgan,Customer 16,Hardware,Laptop,5690.16,2845.9,1095.84,18,5581.43
2025-08-26,West,Casey,Customer 16,Services,Training,11061.45,4465.22,1788.09,12,10581.68
2026-05-20,South,Jordan,Customer 35,Software,CRM,6645.81,3329,882.36,4,6619.71
2026-04-26,West,Casey,Customer 41,Services,Support,41703.01,19505.56,9003.95,17,44301.83
2026-10-19,North,Alex,Customer 14,Software,ERP,11252.62,5204.07,2167.52,8,11232.55
2026-08-13,East,Casey,Customer 19,Software,CRM,16018.41,6603.82,3120.54,12,16308.82
2025-11-04,West,Alex,Customer 31,Software,ERP,2975.68,1344.99,482.62,6,3020.86
2025-04-12,East,Morgan,Customer 41,Hardware,Monitor,16892.44,6963.81,3584.85,9,16767.95
2026-11-11,South,Jordan,Customer 20,Services,Support,683.29,299.75,145.87,1,671.96
2025-05-09,South,Morgan,Customer 19,Hardware,Laptop,12476.9,6309.01,2121.23,7,12192.99
2026-04-18,South,Taylor,Customer 42,Services,Consulting,5015.66,2047.92,757.41,9,5321.66
2026-01-20,South,Alex,Customer 23,Hardware,Monitor,5837.31,2435.34,651.65,24,5997.11
2025-12-21,North,Riley,Customer 50,Hardware,Dock,28046.85,14563.58,3278.13,19,27316.54
2025-08-01,East,Alex,Customer 48,Hardware,Monitor,3531.72,1323.31,491.05,15,3794.39
2025-05-15,South,Casey,Customer 10,Software,ERP,7215.18,3424.88,1109.84,7,6950.96
2025-03-11,South,Casey,Customer 9,Software,Analytics,16418.55,6164.7,2566.4,14,16275.17
2025-11-19,South,Casey,Customer 15,Services,Training,26036.06,10496.81,4798.2,23,27457.98
2025-01-02,South,Alex,Customer 19,Hardware,Monitor,44275.16,22767.43,5543.75,24,44360.87
2025-09-06,North,Jordan,Customer 36,Services,Training,18351.99,6805.04,1889.75,9,19036.09
2025-01-09,West,Alex,Customer 13,Services,Support,1956.95,950.75,356.72,1,2075.28
2026-10-01,North,Riley,Customer 36,Software,Analytics,22933.97,8316.95,3285.14,13,22857.79
2026-02-03,South,Jordan,Customer 4,Services,Training,1275.59,534.09,267.1,6,1275.7
2026-03-08,North,Alex,Customer 28,Software,CRM,1260.68,670.52,129.49,1,1199.87
2025-10-05,East,Alex,Customer 36,Hardware,Laptop,24932.48,11589.48,3140.05,15,24054.98
2025-06-13,East,Alex,Customer 26,Hardware,Dock,29169.49,11956.24,5338.22,14,31463.08
2026-09-06,East,Casey,Customer 49,Software,ERP,18216.58,8635.99,4006.76,13,18608.07
2025-05-20,East,Alex,Customer 6,Services,Training,36077.63,16617.47,7712.79,18,34367.51
2026-04-22,East,Taylor,Customer 28,Hardware,Dock,2910.6,1197.99,563.47,11,2806.48
2025-07-23,North,Casey,Customer 18,Hardware,Dock,21974.66,11326.21,4690.03,19,23435.99
2026-12-20,South,Morgan,Customer 20,Software,CRM,37408.59,16732.01,5520.45,21,37148.5
2026-09-30,East,Alex,Customer 36,Services,Consulting,31448.1,14907.2,3891.33,13,30052.85
2026-07-06,East,Alex,Customer 18,Services,Support,18499.9,6987.89,3785.05,14,17744.5
2025-12-26,East,Morgan,Customer 28,Software,CRM,29231.65,13282.77,5968.78,20,29332.98
2026-12-23,South,Casey,Customer 26,Hardware,Dock,1381.67,601.31,251.72,1,1394.49
2026-05-24,West,Taylor,Customer 17,Hardware,Monitor,31064.31,13884.46,3923.77,16,32608.56
2026-07-01,West,Jordan,Customer 46,Software,Analytics,5050.64,2219.15,734.22,5,5407.49
2026-11-24,South,Casey,Customer 1,Hardware,Monitor,1899.24,1032.23,276.74,8,1862.21
2025-11-06,North,Taylor,Customer 10,Services,Consulting,20123.85,7124.85,3254.02,19,21672.47
2026-04-15,North,Taylor,Customer 2,Hardware,Laptop,4076.68,1861.09,647.33,2,4344.49
2025-12-08,West,Taylor,Customer 25,Services,Training,37913.72,14397.48,8254.91,19,40209.25
2026-09-13,West,Taylor,Customer 47,Services,Support,41970.29,19319.24,5527.45,19,44260.15
2025-10-17,South,Jordan,Customer 14,Hardware,Monitor,5247.63,2593.29,1071.92,6,5237.73
2025-11-28,North,Jordan,Customer 7,Software,CRM,9551.48,4213.39,1814.89,15,10069.5
2026-06-25,West,Morgan,Customer 35,Software,ERP,15200.89,8340.78,2943.04,18,15943.2
2026-01-02,North,Morgan,Customer 13,Software,CRM,9373.44,4979.41,2046.96,8,9351.55
2025-01-17,East,Casey,Customer 42,Services,Training,2415.93,1275.65,289.4,1,2320.92
2026-03-10,South,Jordan,Customer 17,Software,Analytics,13752.62,7531.71,2950.29,9,14687.4
2026-10-27,South,Morgan,Customer 12,Software,ERP,9242.06,3858.38,1331.31,16,9686.6
2025-10-22,East,Riley,Customer 18,Services,Consulting,57705.88,26270.83,5812.57,25,58171.08
2026-11-21,South,Riley,Customer 26,Services,Consulting,30855.1,13599.34,3853.65,24,33062.59
2025-06-03,North,Taylor,Customer 11,Software,CRM,12727.53,6201.29,2275.15,23,12406.37
2026-12-06,West,Morgan,Customer 4,Hardware,Dock,18432.82,8685.13,3123.86,23,17864.6
2026-02-08,North,Morgan,Customer 27,Services,Consulting,28959.24,12167.2,5577.14,19,28090.43
2025-10-19,North,Taylor,Customer 41,Services,Training,24919.01,11306.58,4321.16,25,25490.07
2025-05-24,North,Morgan,Customer 23,Hardware,Laptop,18864.21,9301.29,2774.16,14,19692.5
2025-05-10,South,Jordan,Customer 47,Services,Training,20960.14,8122.8,4368.44,10,20490.49
2025-08-17,North,Casey,Customer 6,Software,ERP,19753.59,9127.79,3416.49,25,19796.68
2025-12-18,East,Jordan,Customer 17,Hardware,Monitor,10312.32,4466.31,1286.91,10,10103.03
2025-06-16,East,Taylor,Customer 35,Services,Consulting,51225.7,27590.17,9738.25,21,54707.67
2026-02-16,West,Casey,Customer 32,Software,ERP,2306.32,924.72,496.09,6,2488.62
2025-01-03,North,Morgan,Customer 45,Services,Consulting,21336.16,7986.81,2408.6,9,20711.28
2026-02-01,West,Riley,Customer 49,Hardware,Dock,10017.49,3778.04,1277.59,5,10764.45
2026-12-03,North,Jordan,Customer 38,Services,Training,1201.26,536.21,125.06,4,1199.99
2026-06-13,East,Riley,Customer 50,Services,Support,15281.59,7782.34,2875.67,15,15077.94
2025-11-12,South,Morgan,Customer 9,Services,Training,28358.75,11298.24,3427,20,27063.4
2025-07-22,West,Riley,Customer 26,Hardware,Laptop,973.58,375.2,170.46,1,1012.23
2026-07-11,East,Casey,Customer 32,Hardware,Monitor,2708.13,1464.24,291.37,2,2685.56
2026-10-30,West,Morgan,Customer 35,Services,Support,36305.41,14397.52,7590.73,15,37737.19
2025-06-13,West,Taylor,Customer 48,Software,Analytics,19915.39,8646.4,3640.83,21,19599.14
2026-08-21,East,Jordan,Customer 18,Services,Consulting,10196.4,3782.66,2033.31,5,10338.57
2026-06-10,East,Casey,Customer 33,Software,Analytics,30353.31,11795.36,5898.46,20,31595.78
2026-10-09,East,Casey,Customer 36,Services,Training,18999.29,7836.65,2482.8,13,19355.69
2026-08-30,North,Jordan,Customer 8,Services,Consulting,15304.43,8321.46,2694.66,7,15083.69
2025-04-28,West,Casey,Customer 18,Services,Training,33804.19,18425.83,5557.95,14,33456.85
2026-10-09,West,Taylor,Customer 7,Software,Analytics,14552.69,7922.1,2281.49,6,15049.08
2025-07-17,East,Riley,Customer 24,Software,Analytics,38961.36,15579.77,4497.85,17,37427.33
2025-06-17,South,Riley,Customer 47,Software,ERP,12903.1,4853.28,1522.29,16,13354.9
2026-09-02,East,Morgan,Customer 11,Services,Support,11718.85,4258.78,2148.83,8,11934.65
2025-12-28,South,Casey,Customer 20,Services,Support,21575.36,8565.29,3624.72,14,21059.7
2026-09-21,East,Alex,Customer 5,Services,Support,54452.69,27669.48,10990.32,25,56713.14
2025-11-27,North,Morgan,Customer 7,Software,CRM,7932.89,4063.86,833.4,4,7897.16
2025-10-01,South,Casey,Customer 25,Hardware,Monitor,8738.69,4325.55,1153.33,11,9004.42
2026-07-14,East,Jordan,Customer 10,Hardware,Monitor,15639.97,8221.07,2596.71,22,15543.49
2026-01-31,North,Morgan,Customer 27,Hardware,Dock,41886.43,20245.98,8482.84,18,43627.61
2026-10-28,North,Alex,Customer 10,Software,ERP,12682.62,4804.69,1467.46,22,12823.71
2026-02-06,West,Casey,Customer 9,Software,Analytics,30711.29,14223.94,5467.41,18,29900.27
2025-11-07,West,Jordan,Customer 3,Services,Training,1407.42,542.98,306.46,2,1441.73
2025-09-27,North,Jordan,Customer 36,Hardware,Laptop,20163.81,8108.58,3346.79,16,20728.08
2026-07-22,North,Alex,Customer 27,Software,ERP,45032.6,22192.09,7311.8,20,47348.75
2025-02-07,South,Riley,Customer 36,Services,Training,12400.47,4362.73,1690.62,6,12046.96
2026-07-02,South,Taylor,Customer 10,Services,Training,21678.49,8951.16,3433.32,16,23101.3
2025-04-05,East,Riley,Customer 16,Hardware,Monitor,17181.37,7941.46,2112.85,19,17546.7
2025-07-17,South,Riley,Customer 39,Software,CRM,4494.24,1826.38,467.72,2,4338.99
2025-12-23,North,Casey,Customer 42,Hardware,Laptop,7501.65,3382.53,1386.56,6,8025.64
2026-09-08,West,Riley,Customer 28,Services,Support,5423.58,2896.13,1156.94,4,5258.84
2026-12-13,West,Riley,Customer 26,Hardware,Dock,18276.29,9446,3396.28,20,18675.09
2025-12-19,North,Taylor,Customer 5,Software,CRM,15312.26,7274.17,2222.52,8,16153.8
2026-03-13,East,Alex,Customer 21,Software,Analytics,2696.78,1255.71,524.94,2,2783.5
2025-08-12,North,Morgan,Customer 41,Services,Support,1964.8,699.91,346.4,1,2104.19
2025-12-06,East,Casey,Customer 4,Software,CRM,11061.52,5317.77,2003.11,11,11813.92
2025-11-09,East,Jordan,Customer 26,Hardware,Laptop,4848.86,2274.63,635.19,4,5102.24
2026-04-25,West,Taylor,Customer 35,Hardware,Monitor,38093.49,20264.86,5953.37,24,39619.95
2026-05-06,East,Morgan,Customer 9,Hardware,Laptop,34414.2,18263.22,3516.02,18,36020.28
2026-03-11,North,Morgan,Customer 44,Services,Training,34330.16,17164.03,7231.82,21,35409.33
2026-02-19,South,Morgan,Customer 25,Hardware,Monitor,12701.67,5477.39,1434.28,21,12806.58
2025-10-10,South,Alex,Customer 50,Software,Analytics,14948.18,7440.71,3200.87,24,14523.67
2026-05-09,South,Riley,Customer 34,Software,Analytics,9688.19,5252.73,2046.85,5,10215.11
2026-08-15,East,Alex,Customer 40,Software,CRM,3575.25,1516.16,576.01,7,3828.78
2026-12-07,East,Alex,Customer 6,Software,ERP,447.57,177.49,88.16,2,444.55
2025-01-09,West,Morgan,Customer 38,Hardware,Laptop,14629.8,6239.17,2921.5,6,15739.5
2026-10-11,West,Taylor,Customer 41,Hardware,Monitor,10297.83,5565.18,1591.68,18,10516.01
2025-10-18,East,Taylor,Customer 39,Hardware,Laptop,437.29,155.84,61.04,2,467.88
2025-04-07,East,Morgan,Customer 26,Services,Support,19920.73,9248.87,4271.14,9,19564.52
2026-10-14,West,Taylor,Customer 15,Services,Consulting,6627.03,3268.91,1428.5,7,6727.57
2026-09-16,East,Riley,Customer 40,Software,Analytics,28448.47,10612.7,5096.09,22,28900.51
2025-08-19,North,Riley,Customer 44,Hardware,Laptop,23214.28,10529.06,3702.94,14,23417.6
2026-06-07,West,Casey,Customer 29,Software,Analytics,15138.63,6375.04,1781.48,13,14602.43
2025-05-29,South,Taylor,Customer 45,Hardware,Dock,42433.65,17060.65,5706.36,17,41378.48
2026-08-14,East,Taylor,Customer 47,Services,Consulting,11855.24,6275.03,2581.01,9,12381.74
2025-07-07,East,Morgan,Customer 23,Software,CRM,17222.62,6812.58,2159.23,11,17652.92
2026-12-28,North,Alex,Customer 25,Software,Analytics,28656.49,12964.11,3357.14,13,30795.71
2025-03-08,North,Riley,Customer 34,Hardware,Dock,8195.77,3670.17,970.63,23,8005.24
2025-05-04,West,Riley,Customer 48,Services,Training,36328.26,14565.12,6306.07,22,36467.27
2026-07-06,East,Taylor,Customer 7,Software,Analytics,23690.88,11883.52,3883.11,18,24786.69
2026-11-15,North,Alex,Customer 44,Services,Support,50602.16,23543.39,6603.39,21,51890.94
2025-02-10,South,Taylor,Customer 13,Services,Support,12109.76,5719.39,1556.21,19,12899.01
2026-07-04,North,Taylor,Customer 38,Software,Analytics,10297.73,4116.49,1731.11,14,10641.47
2025-03-20,West,Morgan,Customer 41,Hardware,Dock,10073.64,4605.21,1274.66,6,9689.29
2026-12-01,South,Taylor,Customer 47,Software,CRM,3883.31,1470.95,431.01,2,3913.83
2026-12-26,South,Morgan,Customer 2,Services,Training,18305.16,9294.74,2423.36,13,18947.09
2026-08-20,South,Casey,Customer 7,Hardware,Monitor,1331.42,624.53,175.69,1,1392.67
2025-03-08,East,Alex,Customer 47,Software,ERP,4298.01,2329.13,826.04,9,4531.48
2025-04-14,South,Morgan,Customer 20,Hardware,Monitor,1169.72,481.67,142.4,1,1250.69
2026-11-14,North,Morgan,Customer 23,Hardware,Dock,10890.67,5531.96,1486.98,5,11690.92
2026-01-24,North,Riley,Customer 23,Hardware,Monitor,35732.84,14653.33,5669.02,23,37803.24
2026-03-02,West,Alex,Customer 26,Hardware,Monitor,8597.68,4093.54,1380.12,9,9140.89
2025-06-13,South,Jordan,Customer 28,Hardware,Dock,12605.11,5961.68,2293.33,11,13002.94
2025-08-18,West,Casey,Customer 40,Services,Support,26819.89,10300.62,3110.39,20,26102.96
2026-09-17,North,Alex,Customer 33,Services,Support,3879.32,2045.87,422.96,2,3828.6
2026-01-14,West,Alex,Customer 31,Services,Training,28407.55,12698.41,4881.01,23,27723.15
2025-09-12,East,Casey,Customer 46,Hardware,Laptop,12626.79,6728.5,2431.63,8,13502.82
2025-12-22,South,Alex,Customer 10,Services,Consulting,29518.28,11911.68,4403.85,22,30701.19
2026-10-12,West,Morgan,Customer 22,Hardware,Dock,26430.36,11964.92,4820.61,22,27694.16
2026-06-08,East,Jordan,Customer 11,Software,CRM,3975.93,1402.13,689.47,3,3983.44
2026-01-11,West,Morgan,Customer 36,Hardware,Monitor,15112.03,7139.7,2610.85,18,15497.5
2026-01-31,East,Alex,Customer 41,Software,Analytics,1975.16,1011.98,375.93,5,1909.33
2026-01-02,East,Alex,Customer 24,Services,Support,10009.81,4918.61,1463.25,17,10539.28
2026-10-20,South,Jordan,Customer 32,Software,CRM,45592.89,22724.47,4722.62,23,45275.94
2025-04-07,North,Casey,Customer 18,Services,Support,4481.07,2137.9,605.37,2,4584.93
2025-03-15,South,Taylor,Customer 5,Services,Support,17884.13,6361.01,3518.19,14,18006.92
2025-11-18,East,Alex,Customer 48,Hardware,Laptop,3894.98,1513.4,574.82,4,3768.5
2025-07-28,North,Morgan,Customer 4,Software,Analytics,5906.06,2862.64,874.63,4,5983.35
2025-04-29,North,Taylor,Customer 49,Hardware,Dock,43763.35,17695.53,7654.02,20,44759.84
2026-01-02,South,Alex,Customer 10,Software,ERP,1472.3,805.35,188.54,3,1444.07
2026-03-30,North,Riley,Customer 26,Hardware,Monitor,9950.46,5304.17,1482.43,4,10302.43
2025-01-25,East,Morgan,Customer 25,Hardware,Laptop,1880.93,967.49,296.1,1,1826.67
2026-01-04,East,Casey,Customer 29,Hardware,Monitor,5331.87,2087.81,1016.96,3,5544.69
2025-05-16,East,Taylor,Customer 12,Software,Analytics,8544.51,4567.63,1337.5,22,8732.51
2026-07-24,East,Taylor,Customer 42,Services,Consulting,45882.13,16758.97,6054.7,20,43833.28
2025-08-11,East,Riley,Customer 5,Software,ERP,2564.18,1046.1,444.49,3,2461.31
2026-10-14,North,Alex,Customer 37,Hardware,Laptop,4401.48,1683.14,549.52,11,4377.02
2026-06-23,North,Casey,Customer 7,Services,Consulting,3717.76,1868.95,445.16,8,3572.75
2026-12-03,North,Jordan,Customer 14,Software,Analytics,40405.72,20812.05,4527.58,22,43062.83
2026-06-19,North,Casey,Customer 50,Software,ERP,29398.04,10490.44,3573.8,23,31296.2
2025-06-06,East,Riley,Customer 21,Services,Support,19108.97,7467.88,4097.44,8,18244.4
2026-10-03,North,Alex,Customer 9,Hardware,Monitor,7429.01,4066.47,894.4,7,7933.19
2025-06-08,East,Alex,Customer 1,Services,Support,2358.07,1077.65,367.3,1,2451.7
